,label,time,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out
0,0,2023-01-05 15:53:50,0.0009155314000016308,0.002710057249222385,153436160.0,467.09666359526,7670.516639166863,0.001768774198531798,653.1164194639605,0.00033385018181807493,0.0016297302995817112,24272896.0,1686.167952588617,1822.6545901822656,0.0,0.0024297443047194937,690872320.0,2710.1993185013735,54.77538048004846,593.4559627470281,0.0,0.002159741254483398,651141120.0,0.0,5694.051319676404,88.9812216706238,1688.970429527304,0.000312309727272687,0.0010219920563066705,22110208.0,337.4860998548731,522.4569802288105,0.0006181364999987085,0.0025805848753310164,601956352.0,33.81420893341683,579.508471613442
1,0,2023-01-05 15:53:55,0.009337204034195851,0.08009281246434252,215085056.0,452.2955305564001,7441.83642444512,0.001768774198531798,799.3754879000782,0.00033385018181807493,0.0016297302995817112,24272896.0,1686.167952588617,1822.6545901822656,0.0,0.002137006231408071,690872320.0,2435.8864686468646,4940.9490338517735,8011.309788856637,0.0,0.010396036640998365,651141120.0,0.0,5694.051319676404,57.5117384735798,873.5218601539891,0.0002392290941175441,0.0024511941748031002,22429696.0,334.0840428453722,490.8266959626477,0.0006181364999987085,0.004805940422670132,601956352.0,813.4784934980343,1509.5726615023148
2,0,2023-01-05 15:54:00,0.009337204034195851,0.0912141463225016,215085056.0,46540.14309213786,172901.3615553838,0.001768774198531798,799.3754879000782,0.00033385018181807493,0.0014139403144844236,24272896.0,1686.167952588617,1822.6545901822656,0.012011023808085927,0.02841782447744029,691388416.0,9716.831568593416,5975.609161199054,9688.919241932732,0.004746244652957409,0.03157964037492705,651141120.0,0.0,6774.040385179654,15897.422076400282,18213.96765877666,0.0002392290941175441,0.0027166059381406055,22429696.0,334.0840428453722,490.8266959626477,0.0006181364999987085,0.005562599071894166,601956352.0,813.4784934980343,1509.5726615023148
3,0,2023-01-05 15:54:05,0.009337204034195851,0.11320659086100301,215085056.0,46540.14309213786,172901.3615553838,0.0018616136052249745,674.592974238876,0.0017918768849567216,0.012083070789692741,27385856.0,23245.12570276864,21538.029065450304,0.012011023808085927,0.042127331249030786,691388416.0,9716.831568593416,5975.609161199054,9688.919241932732,0.004746244652957409,0.03456824088098545,651141120.0,0.0,21078.960655610364,15897.422076400282,18213.96765877666,0.0002392290941175441,0.0038351350181205016,22519808.0,264.82006866245536,389.06605122219173,0.0006087178376623706,0.005562599071894166,601956352.0,813.4784934980343,1509.5726615023148
4,0,2023-01-05 15:54:10,0.009274650010267742,0.16502721312127022,227708928.0,62419.16231482468,229940.1044442076,0.0018616136052249745,1142.2424954683981,0.0017918768849567216,0.0155743551907432,27385856.0,23245.12570276864,21538.029065450304,0.012011023808085927,0.0554715735679714,691716096.0,10419.140409397422,14630.58285050039,23410.64714750168,0.004746244652957409,0.07845928887000395,651141120.0,0.0,21078.960655610364,30425.526624276226,33064.473730950944,0.0002100523095239094,0.004142656304652782,22519808.0,240.88211014117897,355.29727431116856,0.0006087178376623706,0.008621405443027724,601956352.0,3324.4471520476177,3984.7091055182873
5,0,2023-01-05 15:54:15,0.009274650010267742,0.26951676261988666,230199296.0,62419.16231482469,229940.10444420762,0.0018616136052249745,1142.2424954683981,0.0017918768849567216,0.01747270620395544,27398144.0,23245.12570276864,21538.029065450304,0.011920776268598351,0.07413918249158163,691527680.0,16826.716719198215,18321.2415175115,29110.169877487817,0.004759330241413057,0.08772878179760664,651141120.0,0.0,27036.664885088187,45056.042538629605,48450.209271104795,0.0002100523095239094,0.006188609251604492,22847488.0,5347.581456046895,2316.753310656141,0.0006087178376623706,0.01546290382555569,601956352.0,3923.783243731862,4703.078167372378
6,0,2023-01-05 15:54:20,0.009274650010267742,0.26951676261988666,230199296.0,49162.37255852783,181104.65859533194,0.0018640057454328712,1279.0407194604047,0.0018529204409573753,0.01977776367334977,27398144.0,27244.275,25133.1,0.011920776268598351,0.08654818528255293,691527680.0,23731.291475242473,18321.2415175115,29110.169877487817,0.004759330241413057,0.10675688594784169,651141120.0,0.0,22142.878337193415,45056.042538629605,48450.209271104795,0.0002100523095239094,0.005775005545757264,22847488.0,5347.581456046895,2316.753310656141,0.0006016352956811469,0.016373828549752313,601956352.0,3923.783243731862,4703.078167372378
7,0,2023-01-05 15:54:25,0.009351311789557764,0.32983899355838414,229769216.0,92221.78943473559,335123.95990114036,0.0018640057454328712,1112.0613588542728,0.0018529204409573753,0.023090569853760644,27414528.0,48546.45519918824,44692.19570300436,0.011920776268598351,0.11867574507933928,691552256.0,23731.291475242473,32297.12713263621,51109.69730324711,0.004759330241413057,0.13970990158924204,651141120.0,0.0,51756.6209231866,52579.07754407487,56455.84598033202,0.00019590481339710577,0.008884294613881336,23060480.0,8645.946425403583,3513.7484477558987,0.0006016352956811469,0.024601222965109817,601956352.0,4991.80298970526,5793.893668029897
8,0,2023-01-05 15:54:30,0.009351311789557764,0.44395617999855586,229326848.0,181844.89613580523,656326.4462809918,0.0018640057454328712,1112.0613588542728,0.0018529204409573753,0.02798488788357996,27414528.0,48546.45519918824,44692.19570300436,0.011909123247474698,0.11867574507933928,691552256.0,23731.291475242473,32297.12713263621,51109.69730324711,0.004727883737150549,0.1515139638002831,651141120.0,0.0,65068.68850979329,52579.07754407487,56455.84598033202,0.00019590481339710577,0.009311073142308838,23437312.0,9057.241266196488,3664.4016963846384,0.0006016352956811469,0.024601222965109817,601956352.0,6256.985342957091,7048.332816720542
9,0,2023-01-05 15:54:35,0.009351311789557764,0.44395617999855586,229326848.0,181844.89613580523,656326.4462809918,0.001867827972689068,1112.0613588542728,0.0018742809560004046,0.03421244229993431,27418624.0,48546.45519918825,44692.19570300437,0.011909123247474698,0.12481403450859309,691712000.0,59567.75486234264,32297.12713263621,51109.69730324711,0.004727883737150549,0.18188795832150317,651141120.0,0.0,65068.68850979329,57592.10821843251,60986.501433236575,0.00019590481339710577,0.010381548673562477,23437312.0,9057.241266196488,3664.4016963846384,0.0005949737757438688,0.024601222965109817,601956352.0,6256.985342957091,7048.332816720542
10,0,2023-01-05 15:54:40,0.009222132772620717,0.53942736515817,229326848.0,181844.89613580523,656326.4462809918,0.001867827972689068,1044.7035043578883,0.0018742809560004046,0.03416160795593741,27418624.0,63103.44490498162,57971.8659576132,0.011909123247474698,0.1311616996485555,691712000.0,76806.69825856906,39690.62905317769,63087.35408560312,0.004727883737150549,0.17998141124983863,651141120.0,0.0,75006.56103723143,49508.375,52426.325,0.00018858855178905073,0.011517978595843949,23994368.0,9216.388751307028,3721.937886375727,0.0005949737757438688,0.0275316959136628,601956352.0,6790.101822150364,7481.707489894907
11,0,2023-01-05 15:54:45,0.009222132772620717,0.534789993961504,231981056.0,213202.54094464373,768722.2246229637,0.001867827972689068,1244.5592312659044,0.0018742809560004046,0.03466169495953363,27418624.0,63103.44490498162,57971.8659576132,0.011931122653488785,0.15218113788889273,691605504.0,76806.69825856906,39673.05690853836,62575.767037175814,0.004732660569915237,0.19725581899453148,651141120.0,0.0,75006.56103723144,75795.39737055104,80719.13897578369,0.00018858855178905073,0.011517978595843949,23994368.0,6541.386643497417,2625.8638464752353,0.0005949737757438688,0.029897598460060053,601956352.0,7961.75566229225,8723.266142808337
12,0,2023-01-05 15:54:50,0.009222132772620717,0.534789993961504,231981056.0,213202.54094464373,768722.2246229637,0.0018774958416078386,980.0801579230723,0.0018499893834145445,0.030963607445738416,27418624.0,63057.81250000001,57950.48415492959,0.011931122653488785,0.15147232860738635,691372032.0,63886.065706425,39673.05690853836,62575.767037175814,0.004732660569915237,0.1804598867988616,651141120.0,0.0,80916.28434177146,75795.39737055104,80719.13897578369,0.00018858855178905073,0.010307183986319008,23994368.0,7360.3088302694205,2954.5981470930815,0.0005960784530516651,0.029897598460060057,601956352.0,7961.755662292248,8723.266142808336
13,0,2023-01-05 15:54:55,0.009201360892009942,0.5341968859693775,231981056.0,213202.54094464373,768722.2246229637,0.0018774958416078386,980.0801579230723,0.0018499893834145445,0.029607842868203324,27451392.0,63057.81250000001,57950.48415492959,0.011931122653488785,0.15147232860738635,691372032.0,63886.065706425,39590.71916195857,62222.840160075335,0.004732660569915237,0.19700493630600188,651141120.0,0.0,75106.69275929549,75795.39737055104,80719.13897578369,0.00017934888301867992,0.011171965299887713,24174592.0,8229.19655304051,3308.7260560332506,0.0005960784530516651,0.029418848093795826,601956352.0,7860.840905449635,8720.239866334028
14,0,2023-01-05 15:55:00,0.009201360892009942,0.5356882898452571,230924288.0,157679.40436256267,569932.4308685814,0.0018774958416078386,1178.874658224205,0.0018499893834145445,0.034403356694091884,27484160.0,63057.81250000001,57950.48415492959,0.011879212967136175,0.14998649326673275,691220480.0,66229.29388492303,39644.25447316103,62277.176938369776,0.004738180209734462,0.19590866278599484,651141120.0,0.0,75106.69275929549,62612.10291657576,67129.87418357699,0.00017934888301867992,0.011171965299887713,24174592.0,9843.438426300188,3957.766835697313,0.0005960784530516651,0.02909791822480008,601956352.0,7860.840905449635,8720.239866334028
